CREATE TABLE "customers" ("CustomerID" BIGINT NOT NULL, "_First" TEXT, "_Last" TEXT, "StreetAddress" TEXT, "City" TEXT, "State" TEXT, "ZipCode" BIGINT, "Email" TEXT, "PhoneNumber" TEXT, "FirstPurchaseDate" DATE, "SubscribedToEmailList" TEXT, "Gender" TEXT, PRIMARY KEY ("CustomerID"));
CREATE TABLE "geolocation" ("LocationID" BIGINT NOT NULL, "Latitude" DOUBLE PRECISION, "Longitude" DOUBLE PRECISION, PRIMARY KEY ("LocationID"));
CREATE TABLE "_location" ("LocationID" BIGINT NOT NULL, "LocationName" TEXT, "StreetAddress" TEXT, "City" TEXT, "State" TEXT, "ZipCode" BIGINT, PRIMARY KEY ("LocationID"));
CREATE TABLE "rootbeerbrand" ("BrandID" BIGINT NOT NULL, "BrandName" TEXT, "FirstBrewedYear" BIGINT, "BreweryName" TEXT, "City" TEXT, "State" TEXT, "Country" TEXT, "Description" TEXT, "CaneSugar" TEXT, "CornSyrup" TEXT, "Honey" TEXT, "ArtificialSweetener" TEXT, "Caffeinated" TEXT, "Alcoholic" TEXT, "AvailableInCans" TEXT, "AvailableInBottles" TEXT, "AvailableInKegs" TEXT, "Website" TEXT, "FacebookPage" TEXT, "Twitter" TEXT, "WholesaleCost" DOUBLE PRECISION, "CurrentRetailPrice" DOUBLE PRECISION, PRIMARY KEY ("BrandID"));
CREATE TABLE "rootbeer" ("RootBeerID" BIGINT NOT NULL, "BrandID" BIGINT, "ContainerType" TEXT, "LocationID" BIGINT, "PurchaseDate" DATE, PRIMARY KEY ("RootBeerID"));
CREATE TABLE "rootbeerreview" ("CustomerID" BIGINT NOT NULL, "BrandID" BIGINT NOT NULL, "StarRating" BIGINT, "ReviewDate" DATE, "Review" TEXT, PRIMARY KEY ("CustomerID","BrandID"));
CREATE TABLE "_transaction" ("TransactionID" BIGINT NOT NULL, "CreditCardNumber" BIGINT, "CustomerID" BIGINT, "TransactionDate" DATE, "CreditCardType" TEXT, "LocationID" BIGINT, "RootBeerID" BIGINT, "PurchasePrice" DOUBLE PRECISION, PRIMARY KEY ("TransactionID"));
INSERT INTO "customers" ("CustomerID", "_First", "_Last", "StreetAddress", "City", "State", "ZipCode", "Email", "PhoneNumber", "FirstPurchaseDate", "SubscribedToEmailList", "Gender") VALUES (101811, 'Kenneth', 'Walton', '6715 Commonwealth Dr', 'Sacramento', 'CA', 94256, 'walton.k76@fastmail.com', '(916) 918-1561', '2013-05-30'::DATE, 'FALSE', 'M');
INSERT INTO "customers" ("CustomerID", "_First", "_Last", "StreetAddress", "City", "State", "ZipCode", "Email", "PhoneNumber", "FirstPurchaseDate", "SubscribedToEmailList", "Gender") VALUES (103508, 'Madeleine', 'Jones', '3603 Leola Way', 'Sacramento', 'CA', 94258, 'j_madeleine@gmail.com', '(916) 186-9423', '2013-02-06'::DATE, 'FALSE', 'F');
INSERT INTO "customers" ("CustomerID", "_First", "_Last", "StreetAddress", "City", "State", "ZipCode", "Email", "PhoneNumber", "FirstPurchaseDate", "SubscribedToEmailList", "Gender") VALUES (104939, 'Damen', 'Wheeler', '6740 Branwood Way', 'Orangevale', 'CA', 95662, 'dwheeler@outlook.com', '(916) 164-1156', '2013-04-11'::DATE, 'FALSE', 'M');
INSERT INTO "customers" ("CustomerID", "_First", "_Last", "StreetAddress", "City", "State", "ZipCode", "Email", "PhoneNumber", "FirstPurchaseDate", "SubscribedToEmailList", "Gender") VALUES (105549, 'Kevin', 'Gilbert', '3198 Livingston Way', 'Folsom', 'CA', 95671, 'kgilbert@fastmail.com', '(916) 304-9859', '2013-02-28'::DATE, 'TRUE', 'M');
INSERT INTO "customers" ("CustomerID", "_First", "_Last", "StreetAddress", "City", "State", "ZipCode", "Email", "PhoneNumber", "FirstPurchaseDate", "SubscribedToEmailList", "Gender") VALUES (105771, 'John', 'Young', '663 Westward Way', 'Sacramento', 'CA', 95899, 'john.y90@mail.com', '(916) 730-6109', '2013-09-05'::DATE, 'TRUE', 'M');
INSERT INTO "customers" ("CustomerID", "_First", "_Last", "StreetAddress", "City", "State", "ZipCode", "Email", "PhoneNumber", "FirstPurchaseDate", "SubscribedToEmailList", "Gender") VALUES (108708, 'Tommy', 'Kono', '3179 Camelia River Way', 'Isleton', 'CA', 95641, 'tkono@outlook.com', '(916) 119-3967', '2012-07-01'::DATE, 'FALSE', 'M');
INSERT INTO "customers" ("CustomerID", "_First", "_Last", "StreetAddress", "City", "State", "ZipCode", "Email", "PhoneNumber", "FirstPurchaseDate", "SubscribedToEmailList", "Gender") VALUES (109251, 'Anna', 'Himes', '5507 Chimango Way', 'Sacramento', 'CA', 94207, 'h_anna@fastmail.com', '(916) 198-9609', '2012-10-26'::DATE, 'TRUE', 'F');
INSERT INTO "customers" ("CustomerID", "_First", "_Last", "StreetAddress", "City", "State", "ZipCode", "Email", "PhoneNumber", "FirstPurchaseDate", "SubscribedToEmailList", "Gender") VALUES (110363, 'Marjorie', 'Love', '3462 Mellowoods Way', 'Sacramento', 'CA', 94299, 'lmarjorie54@icloud.com', '(916) 736-1033', '2013-08-22'::DATE, 'TRUE', 'F');
INSERT INTO "customers" ("CustomerID", "_First", "_Last", "StreetAddress", "City", "State", "ZipCode", "Email", "PhoneNumber", "FirstPurchaseDate", "SubscribedToEmailList", "Gender") VALUES (111486, 'Nina', 'Schreiner', '1182 Dornajo Way', 'Sacramento', 'CA', 94239, 'schreiner_n@mail.com', '(916) 216-1413', '2013-05-01'::DATE, 'FALSE', 'F');
INSERT INTO "customers" ("CustomerID", "_First", "_Last", "StreetAddress", "City", "State", "ZipCode", "Email", "PhoneNumber", "FirstPurchaseDate", "SubscribedToEmailList", "Gender") VALUES (111991, 'Marc', 'Newfield', '6887 Conklin Ct', 'Sacramento', 'CA', 95832, 'mnewfield@icloud.com', '(916) 418-2002', '2013-01-06'::DATE, 'TRUE', 'M');
